,Unnamed: 0,num_page,text,width,height,area,chars,char_size,pos_x,pos_y,aspect,layout,x0,x1,y0,y1,assureur
692,692,16,7311 ,0.0201680699999999,0.0047505999999999,9.58104333419998e-05,5,1.916208666839996e-05,0.889075635,0.2505938199999999,4.245373216014821,h,0.8789916,0.89915967,0.24821852,0.24821852,allianz-1-to-94
734,734,17, 17 ,0.0302521,0.0095012399999999,0.0002874324626039,4,7.185811565099975e-05,0.89075631,0.94299288,3.184015981071956,h,0.87563026,0.90588236,0.93942994,0.93824226,allianz-1-to-94
781,781,19, 19 ,0.0268907699999999,0.0106888699999999,0.0002874319447298,4,7.185798618247462e-05,0.890756315,0.942399065,2.51577294887112,h,0.87731093,0.9042017,0.93942994,0.93705463,allianz-1-to-94
808,808,20,20 ,0.0252100799999999,0.0083135599999999,0.0002095855126847,3,6.98618375615995e-05,0.08151261,0.94358672,3.032404890323781,h,0.06890757,0.09411765,0.93942994,0.93942994,allianz-1-to-94
866,866,21, 21 ,0.0268907699999999,0.0095012399999999,0.0002554956595547,4,6.387391488869966e-05,0.890756315,0.94299288,2.830237947888912,h,0.87731093,0.9042017,0.93942994,0.93824226,allianz-1-to-94
897,897,22,22  ,0.0252100799999999,0.0083135599999999,0.0002095855126847,4,5.239637817119963e-05,0.08151261,0.94358672,3.032404890323781,h,0.06890757,0.09411765,0.93942994,0.93942994,allianz-1-to-94
938,938,23, 23 ,0.0268907699999999,0.0095012399999999,0.0002554956595547,4,6.387391488869966e-05,0.890756315,0.94299288,2.830237947888912,h,0.87731093,0.9042017,0.93942994,0.93824226,allianz-1-to-94
957,957,24,24 ,0.02352941,0.0083135599999999,0.0001956131617995,3,6.520438726653288e-05,0.082352945,0.94358672,2.8302448048730224,h,0.07058824,0.09411765,0.93942994,0.93942994,allianz-1-to-94
988,988,25, 25 ,0.0268907699999999,0.0083135599999999,0.0002235580298411,4,5.588950746029951e-05,0.890756315,0.94358672,3.2345673814827998,h,0.87731093,0.9042017,0.94061756,0.93942994,allianz-1-to-94
1008,1008,26,26 ,0.0252100799999999,0.0083135599999999,0.0002095855126847,3,6.98618375615995e-05,0.08151261,0.94358672,3.032404890323781,h,0.06890757,0.09411765,0.93942994,0.93942994,allianz-1-to-94
1031,1031,27, 27 ,0.0268907699999999,0.0095012399999999,0.0002554956595547,4,6.387391488869966e-05,0.890756315,0.94299288,2.830237947888912,h,0.87731093,0.9042017,0.93942994,0.93824226,allianz-1-to-94
1061,1061,28,28  ,0.0252100799999999,0.0083135599999999,0.0002095855126847,4,5.239637817119963e-05,0.08151261,0.94358672,3.032404890323781,h,0.06890757,0.09411765,0.93942994,0.93942994,allianz-1-to-94
1100,1100,29, 29 ,0.0268907699999999,0.0095012399999999,0.0002554956595547,4,6.387391488869966e-05,0.890756315,0.94299288,2.830237947888912,h,0.87731093,0.9042017,0.93942994,0.93824226,allianz-1-to-94
1128,1128,30,30  ,0.02352941,0.0083135599999999,0.0001956131617995,4,4.890329044989966e-05,0.080672275,0.94358672,2.8302448048730224,h,0.06890757,0.09243698,0.93942994,0.93942994,allianz-1-to-94
1168,1168,31, 31 ,0.0268907699999999,0.0095012399999999,0.0002554956595547,4,6.387391488869966e-05,0.890756315,0.94299288,2.830237947888912,h,0.87731093,0.9042017,0.93942994,0.93824226,allianz-1-to-94
1197,1197,32,32  ,0.0252100799999999,0.0083135599999999,0.0002095855126847,4,5.239637817119963e-05,0.08151261,0.94358672,3.032404890323781,h,0.06890757,0.09411765,0.93942994,0.93942994,allianz-1-to-94
1222,1222,33, 33 ,0.0268907699999999,0.0106888699999999,0.0002874319447298,4,7.185798618247462e-05,0.890756315,0.942399065,2.51577294887112,h,0.87731093,0.9042017,0.93942994,0.93705463,allianz-1-to-94
1239,1239,34,34 ,0.0252100799999999,0.0083135599999999,0.0002095855126847,3,6.98618375615995e-05,0.08151261,0.94358672,3.032404890323781,h,0.06890757,0.09411765,0.93942994,0.93942994,allianz-1-to-94
